學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生人數男,外國學生人數女
106,公立,一般大學,4,國立臺灣師範大學,1111001,教育學系,碩士班(日間),0,1
106,公立,一般大學,4,國立臺灣師範大學,1111001,教育學系,博士班,0,1
106,公立,一般大學,4,國立臺灣師範大學,1113018,特殊教育學系,學士班(日間),1,2
106,公立,一般大學,4,國立臺灣師範大學,1115002,課程與教學研究所,碩士班(日間),1,3
106,公立,一般大學,4,國立臺灣師範大學,1115002,課程與教學研究所,博士班,2,3
106,公立,一般大學,4,國立臺灣師範大學,1116014,資訊教育研究所,碩士班(日間),0,1
106,公立,一般大學,4,國立臺灣師範大學,1131006,科學教育研究所,博士班,2,0
106,公立,一般大學,4,國立臺灣師範大學,1141007,人類發展與家庭學系,學士班(日間),0,4
106,公立,一般大學,4,國立臺灣師範大學,1141007,人類發展與家庭學系,碩士班(日間),0,1
106,公立,一般大學,4,國立臺灣師範大學,1141013,環境教育研究所,博士班,0,1
106,公立,一般大學,4,國立臺灣師範大學,1141015,體育學系,學士班(日間),2,1
106,公立,一般大學,4,國立臺灣師範大學,1141015,體育學系,博士班,1,1
106,公立,一般大學,4,國立臺灣師範大學,2122037,設計學系,學士班(日間),3,5
106,公立,一般大學,4,國立臺灣師範大學,2131023,美術學系,學士班(日間),4,3
106,公立,一般大學,4,國立臺灣師範大學,2131023,美術學系,博士班,1,2
106,公立,一般大學,4,國立臺灣師範大學,2151024,音樂學系,學士班(日間),1,2
106,公立,一般大學,4,國立臺灣師範大學,2151024,音樂學系,碩士班(日間),1,0
106,公立,一般大學,4,國立臺灣師範大學,2151025,民族音樂研究所,碩士班(日間),1,0
106,公立,一般大學,4,國立臺灣師範大學,2152027,表演藝術學士學位學程,學士班(日間),1,0
106,公立,一般大學,4,國立臺灣師範大學,2221035,歷史學系,學士班(日間),1,0
106,公立,一般大學,4,國立臺灣師範大學,2221035,歷史學系,碩士班(日間),3,0
106,公立,一般大學,4,國立臺灣師範大學,2221035,歷史學系,博士班,1,2
106,公立,一般大學,4,國立臺灣師範大學,2221036,臺灣史研究所,碩士班(日間),7,5
106,公立,一般大學,4,國立臺灣師範大學,2311033,英語學系,碩士班(日間),0,2
106,公立,一般大學,4,國立臺灣師範大學,2311033,英語學系,博士班,6,1
106,公立,一般大學,4,國立臺灣師範大學,2312034,翻譯研究所,碩士班(日間),9,4
106,公立,一般大學,4,國立臺灣師範大學,2312034,翻譯研究所,博士班,4,2
106,公立,一般大學,4,國立臺灣師範大學,2313005,華語文教學系,學士班(日間),47,127
106,公立,一般大學,4,國立臺灣師範大學,2313005,華語文教學系,碩士班(日間),16,35
106,公立,一般大學,4,國立臺灣師範大學,2313005,華語文教學系,博士班,1,7
106,公立,一般大學,4,國立臺灣師範大學,2321028,臺灣語文學系,碩士班(日間),0,2
106,公立,一般大學,4,國立臺灣師範大學,2321028,臺灣語文學系,博士班,2,1
106,公立,一般大學,4,國立臺灣師範大學,2322029,國文學系,學士班(日間),5,10
106,公立,一般大學,4,國立臺灣師範大學,2322029,國文學系,碩士班(日間),5,5
106,公立,一般大學,4,國立臺灣師範大學,2322029,國文學系,博士班,4,7
106,公立,一般大學,4,國立臺灣師範大學,3121039,政治學研究所,碩士班(日間),1,0
106,公立,一般大學,4,國立臺灣師範大學,3131003,教育心理與輔導學系,學士班(日間),3,4
106,公立,一般大學,4,國立臺灣師範大學,3131003,教育心理與輔導學系,碩士班(日間),0,4
106,公立,一般大學,4,國立臺灣師範大學,3131003,教育心理與輔導學系,博士班,0,1
106,公立,一般大學,4,國立臺灣師範大學,3142041,地理學系,博士班,0,1
106,公立,一般大學,4,國立臺灣師範大學,3143042,東亞學系,學士班(日間),8,3
106,公立,一般大學,4,國立臺灣師範大學,3143042,東亞學系,碩士班(日間),3,0
106,公立,一般大學,4,國立臺灣師範大學,3211048,大眾傳播研究所,碩士班(日間),5,2
106,公立,一般大學,4,國立臺灣師範大學,4131047,全球經營與策略研究所,碩士班(日間),5,7
106,公立,一般大學,4,國立臺灣師範大學,4131051,企業管理學系,學士班(日間),15,27
106,公立,一般大學,4,國立臺灣師範大學,4131052,管理研究所,碩士班(日間),8,4
106,公立,一般大學,4,國立臺灣師範大學,4131053,國際企業管理雙碩士學位學程,碩士班(日間),1,1
106,公立,一般大學,4,國立臺灣師範大學,4199054,國際人力資源發展研究所,碩士班(日間),9,20
106,公立,一般大學,4,國立臺灣師範大學,5111056,生命科學系,學士班(日間),1,5
106,公立,一般大學,4,國立臺灣師範大學,5111057,生物多樣性國際研究生博士學位學程,博士班,19,10
106,公立,一般大學,4,國立臺灣師範大學,5311059,化學系,博士班,5,1
106,公立,一般大學,4,國立臺灣師範大學,5321060,地球科學系,碩士班(日間),3,5
106,公立,一般大學,4,國立臺灣師範大學,5321060,地球科學系,博士班,0,1
106,公立,一般大學,4,國立臺灣師範大學,5331061,物理學系,碩士班(日間),4,1
106,公立,一般大學,4,國立臺灣師範大學,5331061,物理學系,博士班,7,3
106,公立,一般大學,4,國立臺灣師範大學,5411062,數學系,碩士班(日間),1,1
106,公立,一般大學,4,國立臺灣師範大學,5411062,數學系,博士班,5,1
106,公立,一般大學,4,國立臺灣師範大學,7141063,電機工程學系,碩士班(日間),1,0
106,公立,一般大學,4,國立臺灣師範大學,7141064,光電科技研究所,博士班,1,1
106,公立,一般大學,4,國立臺灣師範大學,7141065,資訊工程學系,學士班(日間),3,0
106,公立,一般大學,4,國立臺灣師範大學,7141065,資訊工程學系,碩士班(日間),1,1
106,公立,一般大學,4,國立臺灣師範大學,7141065,資訊工程學系,博士班,2,0
106,公立,一般大學,4,國立臺灣師範大學,9231071,社會工作學研究所,碩士班(日間),0,1
106,公立,一般大學,4,國立臺灣師範大學,10141074,運動競技學系,學士班(日間),1,0
106,公立,一般大學,4,國立臺灣師範大學,10141074,運動競技學系,碩士班(日間),1,0
106,公立,一般大學,4,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,碩士班(日間),5,1
106,公立,一般大學,4,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,博士班,1,0
106,公立,一般大學,5,國立成功大學,1111103,教育研究所,碩士班(日間),1,2
106,公立,一般大學,5,國立成功大學,1111103,教育研究所,博士班,1,1
106,公立,一般大學,5,國立成功大學,2122112,創意產業設計研究所,碩士班(日間),6,7
106,公立,一般大學,5,國立成功大學,2122112,創意產業設計研究所,博士班,2,8
106,公立,一般大學,5,國立成功大學,2123113,工業設計學系,學士班(日間),0,5
106,公立,一般大學,5,國立成功大學,2123113,工業設計學系,碩士班(日間),1,0
106,公立,一般大學,5,國立成功大學,2123113,工業設計學系,博士班,1,0
106,公立,一般大學,5,國立成功大學,2221110,歷史學系,學士班(日間),0,1
106,公立,一般大學,5,國立成功大學,2221110,歷史學系,碩士班(日間),2,0
106,公立,一般大學,5,國立成功大學,2221110,歷史學系,博士班,0,3
106,公立,一般大學,5,國立成功大學,2311108,外國語文學系,學士班(日間),1,3
106,公立,一般大學,5,國立成功大學,2311108,外國語文學系,碩士班(日間),1,0
106,公立,一般大學,5,國立成功大學,2311108,外國語文學系,博士班,2,1
106,公立,一般大學,5,國立成功大學,2321106,台灣文學系,學士班(日間),0,2
106,公立,一般大學,5,國立成功大學,2321106,台灣文學系,碩士班(日間),0,1
106,公立,一般大學,5,國立成功大學,2321106,台灣文學系,博士班,0,4
106,公立,一般大學,5,國立成功大學,2322107,中國文學系,學士班(日間),2,8
106,公立,一般大學,5,國立成功大學,2322107,中國文學系,博士班,3,2
106,公立,一般大學,5,國立成功大學,3111114,經濟學系,學士班(日間),2,2
106,公立,一般大學,5,國立成功大學,3121115,政治學系,學士班(日間),0,2
106,公立,一般大學,5,國立成功大學,3121116,政治經濟研究所,碩士班(日間),1,0
106,公立,一般大學,5,國立成功大學,3121116,政治經濟研究所,博士班,4,3
106,公立,一般大學,5,國立成功大學,3131117,心理學系,學士班(日間),5,16
106,公立,一般大學,5,國立成功大學,3131117,心理學系,碩士班(日間),0,1
106,公立,一般大學,5,國立成功大學,4111120,會計學系,碩士班(日間),0,1
106,公立,一般大學,5,國立成功大學,4121126,財務金融研究所,碩士班(日間),0,2
106,公立,一般大學,5,國立成功大學,4131121,企業管理學系,學士班(日間),3,4
106,公立,一般大學,5,國立成功大學,4131124,國際企業研究所,碩士班(日間),5,5
106,公立,一般大學,5,國立成功大學,4131124,國際企業研究所,博士班,4,3
106,公立,一般大學,5,國立成功大學,4131125,國際經營管理研究所(IMBA),碩士班(日間),56,55
106,公立,一般大學,5,國立成功大學,4131125,國際經營管理研究所(IMBA),博士班,7,4
106,公立,一般大學,5,國立成功大學,4199024,海洋科技與事務研究所,碩士班(日間),1,0
106,公立,一般大學,5,國立成功大學,4199024,海洋科技與事務研究所,博士班,0,1
106,公立,一般大學,5,國立成功大學,4199057,工業與資訊管理學系,碩士班(日間),2,2
106,公立,一般大學,5,國立成功大學,4199057,工業與資訊管理學系,博士班,2,0
106,公立,一般大學,5,國立成功大學,4212001,法律學系,碩士班(日間),2,0
106,公立,一般大學,5,國立成功大學,5111003,生命科學系,學士班(日間),2,1
106,公立,一般大學,5,國立成功大學,5111003,生命科學系,碩士班(日間),1,2
106,公立,一般大學,5,國立成功大學,5111003,生命科學系,博士班,1,5
106,公立,一般大學,5,國立成功大學,5111005,熱帶植物科學研究所,碩士班(日間),0,1
106,公立,一般大學,5,國立成功大學,5121008,生物科技與產業科學系,學士班(日間),6,1
106,公立,一般大學,5,國立成功大學,5121008,生物科技與產業科學系,碩士班(日間),1,2
106,公立,一般大學,5,國立成功大學,5121008,生物科技與產業科學系,博士班,1,2
106,公立,一般大學,5,國立成功大學,5122009,微生物及免疫學研究所,碩士班(日間),2,0
106,公立,一般大學,5,國立成功大學,5199016,跨領域神經科學國際博士學位學程,博士班,6,1
106,公立,一般大學,5,國立成功大學,5291025,自然災害減災及管理國際碩士學位學程,碩士班(日間),3,6
106,公立,一般大學,5,國立成功大學,5311017,化學系,學士班(日間),1,0
106,公立,一般大學,5,國立成功大學,5311017,化學系,碩士班(日間),1,1
106,公立,一般大學,5,國立成功大學,5311017,化學系,博士班,3,0
106,公立,一般大學,5,國立成功大學,5321019,地球科學系,碩士班(日間),1,0
106,公立,一般大學,5,國立成功大學,5321019,地球科學系,博士班,2,0
106,公立,一般大學,5,國立成功大學,5331021,物理學系,學士班(日間),2,0
106,公立,一般大學,5,國立成功大學,5331021,物理學系,碩士班(日間),1,1
106,公立,一般大學,5,國立成功大學,5331021,物理學系,博士班,2,1
106,公立,一般大學,5,國立成功大學,5411027,數學系,學士班(日間),1,0
106,公立,一般大學,5,國立成功大學,5411027,數學系,博士班,1,0
106,公立,一般大學,5,國立成功大學,6131030,資訊管理研究所,博士班,0,2
106,公立,一般大學,5,國立成功大學,6131036,資訊工程學系,學士班(日間),12,3
106,公立,一般大學,5,國立成功大學,6131036,資訊工程學系,碩士班(日間),7,2
106,公立,一般大學,5,國立成功大學,6131036,資訊工程學系,博士班,7,1
106,公立,一般大學,5,國立成功大學,7111050,化學工程學系,學士班(日間),10,2
106,公立,一般大學,5,國立成功大學,7111050,化學工程學系,碩士班(日間),7,6
106,公立,一般大學,5,國立成功大學,7111050,化學工程學系,博士班,7,3
106,公立,一般大學,5,國立成功大學,7112063,材料科學及工程學系,學士班(日間),2,1
106,公立,一般大學,5,國立成功大學,7112063,材料科學及工程學系,碩士班(日間),3,1
106,公立,一般大學,5,國立成功大學,7112063,材料科學及工程學系,博士班,4,5
106,公立,一般大學,5,國立成功大學,7112065,尖端材料國際碩士學位學程,碩士班(日間),9,13
106,公立,一般大學,5,國立成功大學,7121070,環境工程學系,學士班(日間),0,3
106,公立,一般大學,5,國立成功大學,7121070,環境工程學系,碩士班(日間),3,7
106,公立,一般大學,5,國立成功大學,7121070,環境工程學系,博士班,8,0
106,公立,一般大學,5,國立成功大學,7122026,水利及海洋工程學系,學士班(日間),2,0
106,公立,一般大學,5,國立成功大學,7122026,水利及海洋工程學系,碩士班(日間),3,1
106,公立,一般大學,5,國立成功大學,7122026,水利及海洋工程學系,博士班,4,2
106,公立,一般大學,5,國立成功大學,7132052,能源工程國際博士學位學程,博士班,1,0
106,公立,一般大學,5,國立成功大學,7132052,能源工程國際碩士學位學程,碩士班(日間),4,1
106,公立,一般大學,5,國立成功大學,7132074,能源國際學士學位學程,學士班(日間),36,11
106,公立,一般大學,5,國立成功大學,7141032,電機工程學系,學士班(日間),11,3
106,公立,一般大學,5,國立成功大學,7141032,電機工程學系,碩士班(日間),3,0
106,公立,一般大學,5,國立成功大學,7141032,電機工程學系,博士班,5,2
106,公立,一般大學,5,國立成功大學,7141033,微電子工程研究所,碩士班(日間),1,0
106,公立,一般大學,5,國立成功大學,7141033,微電子工程研究所,博士班,1,0
106,公立,一般大學,5,國立成功大學,7141035,光電科學與工程學系,博士班,0,1
106,公立,一般大學,5,國立成功大學,7141037,電腦與通信工程研究所,碩士班(日間),1,0
106,公立,一般大學,5,國立成功大學,7141037,電腦與通信工程研究所,博士班,3,0
106,公立,一般大學,5,國立成功大學,7141040,奈米積體電路工程碩士學位學程,碩士班(日間),1,0
106,公立,一般大學,5,國立成功大學,7141041,製造資訊與系統研究所,碩士班(日間),1,0
106,公立,一般大學,5,國立成功大學,7141041,製造資訊與系統研究所,博士班,1,2
106,公立,一般大學,5,國立成功大學,7151042,機械工程學系,學士班(日間),7,2
106,公立,一般大學,5,國立成功大學,7151042,機械工程學系,碩士班(日間),18,3
